wavs/angelina/angelina_00_delgado_f000001.wav|CAPITULO UNO.|angelina
wavs/angelina/angelina_00_delgado_f000002.wav|RAFAEL DELGADO Y SU NOVELA ANGELINA.|angelina
wavs/angelina/angelina_00_delgado_f000003.wav|Con este libro obtuvo el gran novelista mexicano el más sonado éxito;|angelina
wavs/angelina/angelina_00_delgado_f000004.wav|con él hemos querido propagar en América su nombre.|angelina
wavs/angelina/angelina_00_delgado_f000005.wav|A la exquisita amabilidad del eminente abogado mexicano, Don Miguel Hernández Sáuregui,|angelina
wavs/angelina/angelina_00_delgado_f000006.wav|heredero de los derechos del novelista, debemos la autorización para publicar este libro.|angelina
wavs/angelina/angelina_00_delgado_f000007.wav|En sus armoniosas páginas reconocemos un acento nuestro.|angelina
wavs/angelina/angelina_00_delgado_f000008.wav|Allí revive y se prolonga la musical historia de María.|angelina
wavs/angelina/angelina_00_delgado_f000009.wav|No sé si, como aseguran cuerdos jueces, volvemos en América al romanticismo de Espronceda,|angelina
wavs/angelina/angelina_00_delgado_f000010.wav|si otra vez repetiremos el románticos somos de Rubén Darío, del Rubén envejecido y suspirando por la juventud que se acabó.|angelina
wavs/angelina/angelina_00_delgado_f000011.wav|Retorno encantador que sería solo censurable si romanticismo significara otra vez el tumulto forense de una poesía callejera;|angelina
wavs/angelina/angelina_00_delgado_f000012.wav|mas no si regresáramos, por los collados de Bécquer, al reclamo lunático, al epitalamio triste del ruiseñor y la noche.|angelina
wavs/angelina/angelina_00_delgado_f000013.wav|Son rimas nuevas algunos cantos de Darío y en ciertas arias de Jiménez,|angelina
wavs/angelina/angelina_00_delgado_f000014.wav|que sedujeron a América, toda la Sevilla becqueriana está con sus divinos suspirantes y la guitarra de luto.|angelina
wavs/angelina/angelina_00_delgado_f000015.wav|En tales libros han aprendido a amar y a delirar nuestras mujeres.|angelina
wavs/angelina/angelina_00_delgado_f000016.wav|Por ellos son abnegadas víctimas del cruel amor e incomparables amantes.|angelina
wavs/angelina/angelina_00_delgado_f000017.wav|Son Elviras y no han cesado de ser Julietas.|angelina
wavs/angelina/angelina_00_delgado_f000018.wav|Y en ese coro de vivientes pasionarias, tan americano, tan nuestro,|angelina
wavs/angelina/angelina_00_delgado_f000019.wav|en la sentimental alegoría de la poesía sin ventura, yo creo que la mexicana y la colombiana vienen juntas.|angelina
wavs/angelina/angelina_00_delgado_f000020.wav|La Angelina de este libro está, silvestre y coronada, con María...|angelina
wavs/angelina/angelina_00_delgado_f000021.wav|Como la historia de Isaacs, ésta también-según nos dice el autor en el prólogo-fué más vivida que imaginada.|angelina
wavs/angelina/angelina_00_delgado_f000022.wav|Alterando apenas ciertas fechas y ciertos nombres, nos relata una aventura propia.|angelina
wavs/angelina/angelina_00_delgado_f000023.wav|¿Pueden acaso, las ajenas, contarse bien? Delgado no lo cree.|angelina
wavs/angelina/angelina_00_delgado_f000024.wav|Dirigiéndose en el prólogo de Los Parientes Ricos al que leyere, confiesa que|angelina
wavs/angelina/angelina_00_delgado_f000025.wav|el autor está siempre en la obra y que eso de la impersonalidad en la novela es empeño tan arduo y difícil que, a decir verdad,|angelina
wavs/angelina/angelina_00_delgado_f000026.wav|lo tengo por sobrehumano e imposible.|angelina
wavs/angelina/angelina_00_delgado_f000027.wav|El relatará, pues, su aventura y con ella la de las mocedades americanas y mejicanas hacia mil ochocientos sesenta,|angelina
wavs/angelina/angelina_00_delgado_f000028.wav|cuando los libros de nuestro romanticismo tardío enseñan todos la santidad de amar,|angelina
wavs/angelina/angelina_00_delgado_f000029.wav|la vital necesidad de amar y al mismo tiempo el perenne fracaso de los idilios,|angelina
wavs/angelina/angelina_00_delgado_f000030.wav|la crispada rebelión de los puños y la fatalista languidez de los labios que cantan con Leopardi el desposorio del Amor y la Muerte.|angelina
wavs/angelina/angelina_00_delgado_f000031.wav|Leopardi y Bécquer son los cultos de la adolescencia sentimental de Rafael Delgado.|angelina
wavs/angelina/angelina_00_delgado_f000032.wav|En mil ochocientos ochenta y uno, a los veintiocho años, leía estudios sobre ambos poetas desamparados, en la Sociedad Sánchez Oropeza de Orizaba.|angelina
wavs/angelina/angelina_00_delgado_f000033.wav|El protagonista de Angelina confiesa que sabe de memoria versos de Justo Sierra y prosas de Altamirano.|angelina
wavs/angelina/angelina_00_delgado_f000034.wav|Pero también conoce algunas quejas de esa generación mexicana de grandes clásicos.|angelina
wavs/angelina/angelina_00_delgado_f000035.wav|Con tal lectura se modera y mitiga el moceril romanticismo.|angelina
wavs/angelina/angelina_00_delgado_f000036.wav|Ya su generación pone el oído a los consejos de la escuela realista.|angelina
